Customer ID,Title,First Name,Middle Name,Last Name,Suffix,Street Address1,Street Address2,City-ZipCode-State,Birth Date,Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag
14993,,Sean,,Morgan,,8437 Holbrook Dr.,,Detroit-48201-Michigan,6/11/75,Partial High School,Manual,M,S,1,1,0,0,12154,55,0
14994,,Seth,L,King,,"6, route de Marseille",,Kansas City-64101-Missouri,12/27/75,Partial High School,Manual,M,S,0,1,0,0,17861,59,0
14995,,Stefanie,,Malhotra,,"8, rue de l´Avenir",,Colorado Springs-80901-Colorado,5/9/74,Partial High School,Manual,F,S,0,2,0,0,19288,38,0
14996,,Ross,R,Gill,,Unter Linden 934,,Pittsburgh-15201-Pennsylvania,10/14/75,Partial College,Clerical,M,S,0,1,0,0,63434,62,0
14997,,Angel,,Cooper,,Brunnenstr 6466,,Fort Wayne-46801-Indiana,6/5/75,Partial College,Clerical,M,M,0,1,0,0,43916,66,0
14998,,Robert,,Rodriguez,,"360, avenue de Malakoff",,Lexington-40502-Kentucky,4/16/74,Partial High School,Manual,M,S,0,2,0,0,12152,56,0
14999,,Arianna,W,Morris,,1767 Ham Dr.,,San Jose-95101-California,5/6/73,Partial High School,Manual,F,S,1,2,0,0,15542,32,0
15000,,Kelli,,Zhou,,Königsteiner Straße 241,,Long Beach-90801-California,5/22/73,Partial High School,Manual,F,S,0,2,0,0,24001,38,1
15002,,Jenny,A,Lin,,"88, avenue de l´ Union Centrale",,Saint Paul-55101-Minnesota,4/6/73,Partial High School,Manual,F,S,0,2,0,0,20817,38,0
15003,,Dennis,P,Yang,,"35, route de Marseille",,Tulsa-74101-Oklahoma,9/21/73,Partial High School,Manual,M,S,0,2,0,0,14265,59,0
15005,,Adrian,,Cooper,,2055 Seawind Dr.,,Wichita-67201-Kansas,9/20/78,Partial College,Skilled Manual,M,S,0,2,0,0,106334,70,0
15006,,Grace,C,Jackson,,3780 Angi Lane,,Santa Ana-92701-California,11/21/78,Partial College,Skilled Manual,F,M,1,2,0,0,66739,47,0
15007,,Jaime,R,Rubio,,495 Alameda Drive,,San Francisco-94101-California,8/21/77,Partial High School,Clerical,F,S,0,2,0,0,55656,40,0
15008,,Blake,,Parker,,3197 Winterglenn Way,,Fort Wayne-46801-Indiana,11/27/77,Partial High School,Clerical,M,M,0,2,0,0,52372,74,0
15009,,Chloe,,Patterson,,1960 Via Catanzaro,,San Jose-95101-California,6/10/77,Partial College,Skilled Manual,F,S,1,2,0,0,35204,38,0
15010,,Cory,J,Suri,,9342 Temple Drive,,Jersey City-7302-New Jersey,9/12/77,Partial College,Skilled Manual,M,M,1,2,0,0,64752,68,0
15011,,Amber,E,Mitchell,,5537 Baltic Sea Ct.,,Colorado Springs-80901-Colorado,11/13/77,Partial College,Skilled Manual,F,S,1,2,0,0,70864,47,0
15012,,Emma,A,Hughes,,8412 Jorge,,Columbus-43085-Ohio,9/3/76,Partial College,Skilled Manual,F,M,1,2,0,0,83999,52,0
15013,,Julia,D,Campbell,,6258 Stinson,#8,Newark-7101-New Jersey,11/13/76,Partial College,Skilled Manual,F,S,0,2,0,0,75654,48,0
15014,,Warren,,Liu,,7596 Green St.,,San Diego-92101-California,7/19/49,Partial College,Clerical,M,M,0,2,0,3,72050,73,0
15015,,Randy,,Liu,,1246 Glenside Ct.,,Tucson-85701-Arizona,5/6/50,Partial College,Clerical,M,M,0,2,0,3,74860,76,0
15016,,Daniel,L,Clark,,9177 Olympic Drive,,Greensboro-27401-North Carolina,2/13/80,Partial High School,Clerical,M,S,0,2,0,0,43026,57,0
15018,,Felicia,L,Martin,,6492 Cunningham Way,,New Orleans-70112-Louisiana,10/24/51,High School,Skilled Manual,F,M,0,2,0,3,41799,46,0
15019,,Mary,B,Ramos,,2796 Valley Crest Dr.,,New York-10001-New York,3/28/51,High School,Skilled Manual,F,S,1,2,0,3,31465,39,0
15020,,Christy,,Ma,,9970 Loma Linda,,Oakland-94601-California,10/24/51,High School,Skilled Manual,F,M,0,2,0,3,39394,43,0
15021,,Lucas,J,Moore,,Midi-Couleurs,,San Jose-95101-California,4/12/51,High School,Skilled Manual,M,M,0,2,0,3,47204,68,0
15022,,Latasha,C,Gutierrez,,2477 Everett Court,,Louisville-40201-Kentucky,11/16/51,Partial College,Clerical,F,M,0,2,0,2,50408,42,0
15023,,Juan,J,Watson,,6409 Queens Road,,Seattle-98101-Washington,7/3/79,Partial College,Skilled Manual,M,M,1,2,0,0,92484,74,1
15024,,Nathan,,Jones,,845 Lay Brooke Way,,Philadelphia-19101-Pennsylvania,11/13/52,High School,Skilled Manual,M,M,1,2,0,3,50644,71,0
15025,,Kristi,N,Subram,,3605 Haynes Court,,San Diego-92101-California,7/18/52,Partial College,Clerical,F,S,1,2,0,2,39801,42,0
15026,,Felicia,J,Diaz,,6896 Camino Norte,,Minneapolis-55401-Minnesota,7/9/52,Partial College,Clerical,F,S,1,2,0,2,44535,43,0
15027,,Tommy,C,Jai,,1971 Cleveland Ave.,,Chicago-60601-Illinois,10/19/53,Partial College,Skilled Manual,M,M,1,2,0,3,46347,69,0
15028,,Tabitha,,Alvarez,,151 Buchanan Ct,,Kansas City-64101-Missouri,3/10/80,Partial College,Manual,F,S,0,1,0,0,18779,38,0
15029,,Alejandro,W,Ye,,5572 Running Springs Road,,Indianapolis-46201-Indiana,6/4/79,Partial College,Manual,M,S,1,1,0,0,32049,59,0
15030,,Jeffery,W,Zheng,,2228 Alhambra Avenue,,Raleigh-27601-North Carolina,7/12/80,Bachelors,Clerical,M,M,1,0,0,0,42209,66,0
15031,,Darryl,J,Lin,,6912 Hamilton Avenue,,Las Vegas-89101-Nevada,2/27/77,High School,Manual,M,M,1,1,0,0,13995,54,0
15032,,Meredith,,Suarez,,8437 Holbrook Dr.,,Denver-80201-Colorado,6/11/76,High School,Manual,F,S,0,0,1,1,26053,47,0
15033,,Dana,D,Moreno,,8826 Kinross Drive,,St. Louis-63101-Missouri,7/2/76,High School,Manual,F,S,0,0,1,1,24156,49,0
15034,,Hector,L,Suarez,,6271 Ironwood Way,,Bakersfield-93301-California,8/26/79,High School,Manual,M,S,0,0,1,1,15244,62,0
15035,,Jay,S,Mehta,,8408 Garcia Ranch Road,,Seattle-98101-Washington,2/11/79,High School,Manual,M,S,0,0,1,1,15281,67,1
15036,,Derek,,She,,9652 Los Angeles,,Santa Ana-92701-California,8/23/79,Bachelors,Clerical,M,S,1,0,0,0,40555,62,0
15037,,Jaime,L,Raji,,1679 Bay View Drive,,Riverside-92501-California,8/23/79,Bachelors,Clerical,M,S,1,0,0,0,36866,66,0
15038,,Cedric,,Yang,,2989 Pepper Way,,Indianapolis-46201-Indiana,7/12/78,Bachelors,Clerical,M,M,1,0,0,0,41246,70,0
15039,,Michele,M,Xie,,4951 Coralie Drive,,New Orleans-70112-Louisiana,4/5/77,High School,Manual,F,S,0,0,1,1,28149,49,1
15040,,George,,Lopez,,3175 Olivera Rd.,,Stockton-95201-California,6/10/77,High School,Manual,M,M,1,0,1,1,11411,69,0
15041,,Michele,,Goel,,1136 Lane Way,,Raleigh-27601-North Carolina,9/8/77,High School,Manual,F,M,1,0,1,1,20875,49,0
15042,,Bryant,L,Perez,,1502 Marion Ct.,,Charlotte-28201-North Carolina,1/21/77,Partial College,Manual,M,S,0,0,0,0,25281,58,0
15043,,Joel,A,Gonzalez,,9392 16th St.,,Raleigh-27601-North Carolina,5/10/77,Partial College,Manual,M,S,1,0,0,0,22748,56,0
15044,,Valerie,M,Hu,,4292 Wellington Avenue,,Nashville-37201-Tennessee,8/10/77,Partial College,Manual,F,S,1,0,0,0,17081,39,0
15045,,Tasha,R,Luo,,"8, rue Pierre-Demoulin",,Corpus Christi-78401-Texas,4/20/43,Partial College,Manual,F,M,1,0,0,2,21147,46,0
15046,,Casey,,Tang,,5056 Argyll Ave,,Minneapolis-55401-Minnesota,11/18/43,Graduate Degree,Clerical,F,M,1,0,0,1,69753,46,0
15047,,Meghan,W,Vazquez,,5074 Ulfinian Way,,Tampa-33601-Florida,8/11/61,Graduate Degree,Clerical,F,M,1,0,0,3,68693,47,0
15048,,Bonnie,H,Yuan,,6126 Virgil Street,,Plano-75023-Texas,6/19/61,Graduate Degree,Clerical,F,M,1,0,0,3,54209,49,0
15049,,Frank,M,Dominguez,,Buergermeister-ulrich-str 5800,,Saint Paul-55101-Minnesota,3/24/60,High School,Manual,M,S,0,1,1,1,24425,67,1
15050,,Joshua,,Miller,,Kampstr 7257,,Long Beach-90801-California,12/10/60,Partial College,Manual,M,S,0,0,1,1,31650,77,0
15051,,Harold,J,McDonald,,5071 Almaden Dr.,,Charlotte-28201-North Carolina,5/23/60,Partial College,Manual,M,S,0,0,1,1,31292,70,1
15052,,Kari,S,Moreno,,6558 Nulty Drive,,Lincoln-68501-Nebraska,5/5/60,Partial College,Manual,F,M,1,0,1,1,23997,52,0
15053,,Kurt,,Andersen,,"600, avenue des Laurentides",,San Jose-95101-California,11/9/59,High School,Manual,M,S,0,1,1,1,21770,61,0
15054,,Roger,L,Anand,,Parise Straße 7556,,Orlando-32801-Florida,2/14/59,Partial College,Manual,M,S,1,1,0,2,20836,59,0
15055,,Patrick,W,Torres,,Kulmer Straße 4625,,Aurora-80010-Colorado,7/22/59,Partial College,Manual,M,M,1,1,0,2,27802,69,1
15056,,Jaime,L,Suarez,,7129 Corte Bonita,,Fort Worth-76101-Texas,4/2/59,Partial College,Manual,F,M,1,1,0,2,20426,41,0
15057,,Regina,M,Chandra,,4012 Lime Ridge Drive,,El Paso-79901-Texas,6/27/59,Partial College,Manual,F,S,1,1,0,2,26823,42,0
15058,,Julio,J,Suarez,,2687 Apollo Way,,Nashville-37201-Tennessee,11/27/59,Graduate Degree,Clerical,M,M,1,0,0,3,78720,85,0
15059,,Lisa,R,Zhu,,3359 Northwood Dr,,Jersey City-7302-New Jersey,9/14/59,Graduate Degree,Clerical,F,M,1,0,0,3,59367,48,0
15060,,Max,W,Vazquez,,"27, place Beaubernard",,Plano-75023-Texas,12/24/58,Partial College,Manual,M,S,1,1,0,2,30102,66,0
15061,,Margaret,G,Ma,,"208, chaussée de Tournai",,Wichita-67201-Kansas,5/28/60,Graduate Degree,Clerical,F,M,1,0,0,3,74064,51,0
15062,,Jaime,,Alonso,,9923 Pampered Ct.,,Dallas-75201-Texas,9/22/60,Graduate Degree,Clerical,F,S,1,0,0,3,68026,45,0
15064,,Erik,C,Rubio,,"4313, rue de Linois",,Kansas City-64101-Missouri,8/3/60,Bachelors,Clerical,M,M,1,0,0,3,59239,77,1
15065,,Alejandro,P,Gao,,Postfach 99 09 00,,Fort Wayne-46801-Indiana,5/15/70,High School,Manual,M,S,0,1,1,1,20599,66,0
15066,,Diana,,Munoz,,"9, rue de Courtaboeuf",,Washington-20001-DC,3/5/70,High School,Manual,F,M,1,1,1,1,24754,56,0
15067,,Dana,,Alvarez,,"44, rue du Départ",,Arlington-76010-Texas,2/5/70,High School,Manual,F,S,1,0,2,2,25271,54,0
15068,,Jessica,,Barnes,,Am Gallberg 2667,,Tulsa-74101-Oklahoma,2/17/70,Partial College,Manual,F,S,0,1,0,0,13954,38,0
15069,,Noah,L,Lal,,Krönerweg 26,,Fort Wayne-46801-Indiana,3/23/70,Partial College,Manual,M,S,1,1,0,0,20078,58,0
15070,,Alfredo,N,Navarro,,"1103, rue Lamarck",,Chicago-60601-Illinois,4/9/69,High School,Manual,M,S,1,0,2,2,15712,75,1
15071,,Krista,R,Gutierrez,,"254, rue de Bas Marin",,New York-10001-New York,12/17/70,Bachelors,Clerical,F,S,1,0,0,0,44355,44,1
15072,,Whitney,,Subram,,Attaché de Presse,,Boston-2101-Massachusetts,7/4/70,Bachelors,Clerical,F,S,1,0,0,0,65020,49,0
15073,,Tasha,,Chander,,Parise Straße 7551,Verkaufsabteilung,Newark-7101-New Jersey,5/7/70,Bachelors,Clerical,F,M,1,0,0,0,51289,51,0
15074,,Elizabeth,,Perry,,Postfach 2 77 77,,Santa Ana-92701-California,2/26/20,Bachelors,Clerical,F,M,0,2,0,3,32246,32,0
15075,,Alexa,,Kelly,,2212 Palmer Rd,,Chula Vista-91910-California,9/15/20,Bachelors,Clerical,F,M,0,2,0,3,23727,24,0
15076,,Sheila,,Ramos,,Winterfeldtstr 4442,,Philadelphia-19101-Pennsylvania,6/20/69,Partial College,Manual,F,M,0,1,0,0,16826,41,0
15077,,Dominique,S,Lopez,,8921 Jill Ave.,,Fort Worth-76101-Texas,5/16/69,Bachelors,Clerical,F,M,1,0,0,0,45956,48,0
15078,,Jacob,H,Wilson,,6064 Brodia Court,,Virginia Beach-23450-Virginia,8/10/69,Bachelors,Clerical,M,S,0,0,0,0,68091,71,1
15079,,Jose,C,Martin,,"56, rue des Grands Champs",,Louisville-40201-Kentucky,6/4/69,Bachelors,Clerical,M,M,1,0,0,0,67163,75,0
15080,,Evelyn,P,Chandra,,Pappelallee 665,,Los Angeles-90001-California,11/9/69,Graduate Degree,Clerical,F,M,1,0,0,0,53917,48,0
15081,,Daisy,,Munoz,,6053 Frisbie Court,,Bakersfield-93301-California,12/20/69,Graduate Degree,Clerical,F,M,1,0,0,0,63873,50,0
15082,,Kelvin,,Lal,,"118, rue Marbeuf",,Baltimore-21201-Maryland,6/13/69,Graduate Degree,Clerical,M,M,1,0,0,0,73946,78,0
15083,,Teresa,A,Gutierrez,,5525 Lisa Lee Lane,,Los Angeles-90001-California,7/5/69,Graduate Degree,Clerical,F,M,1,0,0,0,60334,50,0
15084,,Adrienne,,Serrano,,Winterfeldtstr 2529,,Minneapolis-55401-Minnesota,9/20/69,Graduate Degree,Clerical,F,S,1,0,0,0,68407,44,1
15087,,Robin,L,Sanz,,3830 York Dr.,,Saint Paul-55101-Minnesota,5/4/69,Graduate Degree,Skilled Manual,F,S,0,0,0,0,63505,47,0
15088,,Colleen,J,Cai,,5500 Grammercy Lane,,St. Louis-63101-Missouri,3/9/69,Graduate Degree,Skilled Manual,F,S,1,0,0,0,56632,43,1
15089,,Martin,,Prasad,,8122 Mink Court,,Phoenix-85001-Arizona,11/2/69,Graduate Degree,Skilled Manual,M,M,1,0,0,0,64957,80,0
15090,,Troy,,Mehta,,Zur Lindung 1,,Orlando-32801-Florida,6/24/53,High School,Manual,M,S,1,2,1,2,22584,67,0
15091,,Jermaine,C,Madan,,Kampstr 989,,Jersey City-7302-New Jersey,3/20/68,Partial College,Manual,M,M,1,0,1,1,23742,74,0
15092,,Adrian,F,Morris,,Bundesallee 6234,,Dallas-75201-Texas,8/18/54,Partial College,Professional,M,M,1,1,2,3,127792,113,1
15093,,Johnny,,Moyer,,Midi-Couleurs,,Wichita-67201-Kansas,2/17/44,High School,Professional,M,M,1,2,1,5,89595,84,0
15094,,Wendy,B,Ortega,,"5710, rue Villedo",,Las Vegas-89101-Nevada,3/19/44,High School,Professional,F,M,1,2,1,5,84607,56,0
15095,,Jodi,A,Shan,,"35, rue de Longchamp",,Plano-75023-Texas,1/5/45,High School,Professional,F,M,0,2,1,5,78378,54,0
15096,Mr.,Gary,,Schare,,Kulmer Straße 36,,El Paso-79901-Texas,7/17/45,Bachelors,Management,M,M,1,2,0,5,136596,84,1
15097,,Morgan,,Bennett,,5283 Rishell Ct.,,Santa Ana-92701-California,4/23/45,Bachelors,Management,F,M,1,4,4,4,133704,99,1
15098,,Diana,,Sanz,,"198, avenue du Québec",,Tulsa-74101-Oklahoma,2/28/46,Partial College,Professional,F,S,0,2,0,5,101523,53,0
15099,,Alvin,,Ma,,"26, rue de l´Esplanade",,Baltimore-21201-Maryland,6/9/46,Partial College,Professional,M,S,1,2,0,5,119536,71,0
15101,,Shawn,E,Shan,,Berliner Platz 224,,St. Louis-63101-Missouri,10/17/46,Bachelors,Management,M,S,1,1,5,5,176228,147,1
15102,,Allen,A,Malhotra,,5053 F. Mt Hood Circle,,Houston-77001-Texas,8/14/46,Partial College,Professional,M,M,1,4,4,4,156937,143,0
15103,,Jonathan,D,Lopez,,5950 Coggins Drive,,Irvine-92602-California,3/8/53,Partial College,Professional,M,M,1,2,2,4,127875,117,0
15104,,Ashley,,Thompson,,"371, rue des Rosiers",,Detroit-48201-Michigan,2/4/53,Partial College,Professional,F,M,1,2,2,4,115688,76,1
15105,,Tina,F,Rana,,Alderweg 9784,,Corpus Christi-78401-Texas,10/9/54,High School,Professional,F,M,1,3,4,4,99885,92,1
15106,,Shannon,R,Navarro,,2403 Riverwood Circle,,Corpus Christi-78401-Texas,11/7/54,High School,Professional,M,M,1,4,4,4,165877,150,1
15107,,Roy,,Saunders,,"34, route de Marseille",,San Jose-95101-California,7/20/53,Partial College,Professional,M,M,1,2,2,4,125054,110,1
15108,,Colleen,,Gao,,5167 Oakmead,,Oakland-94601-California,7/6/53,Partial College,Professional,F,M,1,2,5,5,139297,105,0
15109,,Meghan,K,Carlson,,"118, rue Marbeuf",,Oakland-94601-California,6/10/52,High School,Professional,F,M,1,2,1,4,101163,63,0
15110,,Janelle,M,Prasad,,Kampstr 9859,,Lincoln-68501-Nebraska,2/26/52,Partial College,Professional,F,M,1,4,4,4,98066,91,0
15112,,Alicia,,Luo,,"88040, rue Basse-du-Rocher",,Bakersfield-93301-California,11/18/51,High School,Professional,F,M,1,3,1,4,108033,61,1
15113,,Robert,,Smith,,Erftplatz 123,Verkaufsabteilung,Pittsburgh-15201-Pennsylvania,6/4/51,High School,Professional,M,M,1,2,2,5,121711,112,1
15114,,Erika,,Munoz,,Galeriestr 626,,Fort Worth-76101-Texas,10/27/51,Partial College,Professional,F,M,1,2,5,5,128081,103,1
15115,,Christian,M,Patterson,,"33, rue Georges-Clémenceau",,Tulsa-74101-Oklahoma,6/13/50,High School,Management,M,S,1,3,1,4,127148,89,0
15116,,Mackenzie,M,Ramirez,,Knaackstr 44,Verkaufsabteilung,Kansas City-64101-Missouri,4/26/50,Partial College,Management,F,M,0,4,4,4,102752,88,0
15117,,Dana,B,Dominguez,,Carlsplatz 46,,New Orleans-70112-Louisiana,5/14/49,Partial College,Management,F,M,1,4,4,4,95415,89,1
15118,,Nelson,,Ortega,,916 Sandview Dr.,,Virginia Beach-23450-Virginia,7/9/49,High School,Management,M,M,1,4,5,5,161369,160,0
15119,,Johnny,,Tang,,1873 Lyon Circle,,Long Beach-90801-California,10/7/47,Partial High School,Professional,M,M,1,4,5,5,155066,159,1
15120,,Erika,,Suarez,,5160 Mt. Wilson Way,,Lincoln-68501-Nebraska,2/17/76,Bachelors,Professional,F,M,1,2,0,0,83000,56,0
15122,,Abby,T,Raman,,6937 E. 42nd Street,,San Diego-92101-California,12/11/76,Bachelors,Professional,F,S,1,3,0,0,78308,47,0
15123,,Sergio,L,Lopez,,8461 Lodge Drive,,Pittsburgh-15201-Pennsylvania,9/26/75,Bachelors,Professional,M,S,1,3,0,0,102206,74,1
15124,,Wendy,A,Hernandez,,4346 Woodchuck Pl.,,Oklahoma City-73101-Oklahoma,11/18/74,Bachelors,Professional,F,S,1,4,0,0,82175,39,1
15125,,Cory,A,Martinez,,8981 Stafford Ave,,Nashville-37201-Tennessee,2/7/75,Bachelors,Professional,M,S,0,3,0,0,125273,77,0
15126,,Manuel,,Sanchez,,3628 Terra Granda,,Washington-20001-DC,2/21/75,Bachelors,Professional,M,S,1,3,0,0,133620,79,0
15127,,Wesley,K,Yang,,74 Jamie Way,,Cleveland-44101-Ohio,2/14/75,Bachelors,Professional,M,S,0,2,0,0,129497,73,1
15128,,Angelica,,Barnes,,7090 Peabody Road,,Wichita-67201-Kansas,5/22/74,Bachelors,Professional,F,S,0,4,0,0,92868,51,0
15129,,Jennifer,M,Patterson,,7572 Easley Drive,,Miami-33101-Florida,10/6/73,Bachelors,Professional,F,M,0,3,0,0,105320,52,0
15130,,Roger,V,Ma,,616 Willow Court,,El Paso-79901-Texas,9/14/73,Bachelors,Professional,M,S,0,3,0,0,128502,77,1
15131,,Lacey,L,Sun,,2540 Waterview Place,,Minneapolis-55401-Minnesota,2/24/72,Bachelors,Professional,F,S,1,3,0,0,103996,56,0
15132,,Jenny,,Pal,,2672 Viking Drive,,Chicago-60601-Illinois,3/22/73,High School,Management,F,M,1,2,5,5,101513,99,1
15134,,Meagan,J,Raman,,5640 Icicle Way,,Jersey City-7302-New Jersey,11/21/72,Bachelors,Professional,F,S,1,3,0,0,104185,49,0
15135,,Derek,M,Kumar,,9416 Shadow Falls Drive,,Nashville-37201-Tennessee,2/15/72,Bachelors,Professional,M,S,0,3,0,0,136060,76,1
15136,,Emma,M,Johnson,,4350 Laguna St,,Denver-80201-Colorado,5/2/72,High School,Management,F,M,0,3,5,5,99112,101,1
15137,,Luke,,Foster,,2024 Belle Dr,,Detroit-48201-Michigan,8/13/72,High School,Management,M,M,1,3,5,5,114696,160,1
15138,,Monique,J,Hernandez,,2200 Rock Oak Road,,Aurora-80010-Colorado,6/20/72,High School,Management,F,S,1,3,5,5,105253,90,1
15139,,Colin,M,She,,4350 Laguna St,,New Orleans-70112-Louisiana,5/2/71,Bachelors,Professional,M,M,0,4,0,0,139250,90,0
15140,,Diane,A,Bradley,,3086 Indigo Ct,,Tulsa-74101-Oklahoma,9/6/71,Bachelors,Professional,F,S,0,4,0,0,107506,52,1
15141,,Sandra,P,Zheng,,6790 Falcon Dr.,,Mesa-85201-Arizona,10/22/71,Bachelors,Professional,F,S,1,4,0,0,105334,51,0
15142,,Karl,,Nara,,9906 Oak Grove Road,,Fort Worth-76101-Texas,5/12/72,High School,Management,M,M,1,4,5,5,159182,167,1
15143,,Kelvin,S,Wang,,3467 Monzeneda Way,,Memphis-37501-Tennessee,6/17/71,Bachelors,Professional,M,M,1,4,0,0,134828,82,0
15144,,Deanna,W,Serrano,,2763 Pass,,Anchorage-99501-Alaska,4/4/71,Bachelors,Professional,F,S,1,4,0,0,119024,56,0
15145,,Crystal,A,Lu,,8473 Larkwood Ct.,,Raleigh-27601-North Carolina,7/19/71,Bachelors,Professional,F,S,1,4,0,0,109235,51,0
15146,,Adriana,M,Sara,,6358 Parkview Court,,Santa Ana-92701-California,6/12/71,High School,Management,F,M,1,4,5,5,94731,98,1
15147,,Clarence,R,Chen,,1310 Mitchelleanjen Ln.,,Nashville-37201-Tennessee,3/16/71,High School,Management,M,M,1,4,5,5,115806,156,1
15148,,James,M,West,,846 Springwood Way,,Chicago-60601-Illinois,7/9/70,Bachelors,Professional,M,M,1,4,0,0,112243,84,0
15149,,Natalie,,Morgan,,9394 Poor Ridge Court,,Lincoln-68501-Nebraska,8/27/70,Bachelors,Professional,F,M,0,4,0,0,118552,57,0
15150,,Colleen,D,Shan,,1153 Southampton Road,,Pittsburgh-15201-Pennsylvania,5/24/70,High School,Management,F,M,0,4,5,5,137261,110,1
15151,,Karl,M,Shen,,857 Alum Rock Drive,,Milwaukee-53201-Wisconsin,12/14/71,Partial High School,Professional,M,M,1,4,5,5,160070,163,1
15152,,Meghan,J,Moreno,,8048 Shepberry Court,,Saint Paul-55101-Minnesota,6/15/71,Partial High School,Professional,F,M,1,4,5,5,130949,102,1
15153,,Kristen,R,Li,,4752 Willow Creek Ct.,,Aurora-80010-Colorado,10/4/71,Partial High School,Professional,F,M,0,4,5,5,129215,103,0
15154,,Joe,,Hernandez,,5012 Bayshore Rd.,,Austin-73301-Texas,9/7/71,Partial High School,Management,M,M,1,4,5,5,159894,171,1
15155,,Jamie,,Harrison,,7046 Slow Creek Road,,Saint Paul-55101-Minnesota,9/8/41,Graduate Degree,Management,F,M,1,2,0,5,94917,49,0
15156,,Dylan,D,Foster,,7035 Creekridge Lane,,Santa Ana-92701-California,2/22/41,Bachelors,Management,M,M,1,2,0,5,134551,75,0
15158,,Victoria,,Moore,,5707 Monte Vista Road,,Atlanta-30301-Georgia,6/13/41,Graduate Degree,Management,F,M,1,3,3,3,113940,78,0
15159,,Eric,,Washington,,1345 La Luz,,Cleveland-44101-Ohio,8/15/41,Graduate Degree,Management,M,M,1,3,3,3,142948,121,1
15160,,Candace,S,Van,,420 Royal Links Circle,,Raleigh-27601-North Carolina,1/20/42,Bachelors,Management,F,M,1,2,0,5,98790,44,0
15161,,Trinity,A,James,,1868 Alexander Pl,,Washington-20001-DC,8/16/42,Bachelors,Management,F,S,1,2,0,5,113432,48,0
15163,,Victoria,J,Murphy,,1013 Buchanan Rd,,Sacramento-94203-California,7/6/42,Graduate Degree,Management,F,M,1,3,3,3,107785,78,1
15164,,Savannah,,Collins,,96 Citrus Ave.,Unit B,Miami-33101-Florida,11/26/43,Graduate Degree,Management,F,M,1,3,3,3,101423,76,0
15165,,Carl,,Anand,,8743 Roanwood Way,,Toledo-43601-Ohio,7/12/43,Graduate Degree,Management,M,M,1,3,3,3,131784,121,0
15166,,Nina,,Goel,,9770 Fraga Court,#91,Tampa-33601-Florida,9/11/43,Bachelors,Management,F,M,1,4,3,3,150797,87,1
15167,,Sara,,Hernandez,,5476 Weber Bryan,,Miami-33101-Florida,3/24/43,Bachelors,Management,F,M,1,4,3,3,141097,77,0
15168,,Xavier,R,Bell,,7194 Fourth St.,,Riverside-92501-California,12/7/44,Bachelors,Management,M,M,1,2,0,4,108841,74,0
15169,,Zachary,M,Miller,,6866 Franklin Canyon Rd.,,St. Louis-63101-Missouri,4/5/53,Partial College,Skilled Manual,M,M,1,2,0,3,43738,68,0
24813,,Armando,,Schmidt,,3495 Virginia Lane,,Santa Ana-92701-California,10/21/66,Bachelors,Skilled Manual,M,M,1,1,3,3,116949,130,1
15175,,Kristi,S,Malhotra,,4605 Springvale Court,,Arlington-76010-Texas,11/25/73,Partial College,Professional,F,S,1,2,0,0,76874,52,1
15176,,Kristi,,Ramos,,4594 Springer Court,,Chula Vista-91910-California,3/1/73,Partial College,Professional,F,M,1,2,0,0,73957,51,1
15177,,Jorge,W,Lu,,9314 Indianhead Way,,San Francisco-94101-California,8/19/73,Partial College,Professional,M,S,0,2,0,0,86143,73,0
15178,,Drew,W,Tang,,24 Jam Way,,Irvine-92602-California,7/19/55,High School,Skilled Manual,M,M,1,2,0,2,110277,81,0
15179,,Jay,,Rubio,,5619 Saddlehill Lane,,Honolulu-96801-Hawaii,1/7/56,High School,Skilled Manual,M,S,0,2,0,2,76146,71,1
15180,,Jillian,L,Suri,,8752 Greenway Drive,,Pittsburgh-15201-Pennsylvania,1/23/56,High School,Skilled Manual,F,S,1,2,0,2,69443,47,0
15181,,Rosa,P,Huang,,8160 Star Tree Court,,Fresno-93701-California,8/6/56,High School,Skilled Manual,F,S,1,2,0,2,77377,53,0
15182,,Deanna,,Srini,,3794 Trees Drive,,Austin-73301-Texas,8/26/56,High School,Skilled Manual,F,S,1,2,0,2,73419,44,0
15183,,Michele,,Raji,,4169 Deercreek Ln,,New York-10001-New York,1/20/57,High School,Professional,F,S,0,2,0,2,83299,49,0
15184,,Mathew,A,Hernandez,,1454 Hillridge Way,,Lincoln-68501-Nebraska,4/27/58,Graduate Degree,Management,M,S,1,1,1,1,191656,102,0
15185,,Jonathan,D,Evans,,2708 Stephanie Way,,New Orleans-70112-Louisiana,8/10/58,Graduate Degree,Management,M,M,1,1,1,1,179645,110,0
15187,,Benjamin,D,Brown,,4296 Mountaire Pkwy.,,Saint Paul-55101-Minnesota,11/3/73,Bachelors,Management,M,S,0,1,0,0,126729,69,1
15188,,Isaac,S,Watson,,2951 Cape Cod Way,,New York-10001-New York,3/10/74,Partial College,Professional,M,S,1,2,0,0,101495,78,0
15189,,Kayla,B,Russell,,986 Roundhouse Pl.,,Houston-77001-Texas,8/15/74,Partial College,Professional,F,M,1,2,0,0,81447,50,0
